id,name,muscleGroup,exerciseType,defaultSets,defaultReps,defaultDuration,durationUnit,defaultWeight,startingWeightNote,tutorialVideoUrl,instructionPhotos,thumbnailPhotoIndex,instructions
kneeling-on-a-pulley-kneeling-in-a-forward-bend-glute-kickbacks-on-a-pulley,Kneeling on a pulley / Kneeling in a forward bend / glute kickbacks on a pulley,Legs,accessory,3,10,,,,,,/exercise-photos/kneeling-on-a-pulley-kneeling-in-a-forward-bend-glute-kickbacks-on-a-pulley/1.jpg | /exercise-photos/kneeling-on-a-pulley-kneeling-in-a-forward-bend-glute-kickbacks-on-a-pulley/2.jpg,0,"Why include lower body isolation exercises:

Isolated exercises target specific muscle groups, helping to:
🦵Improve the activation of weakened or less involved muscles (e.g. hamstrings, buttocks, calves).
🦵 Increase the volume or shape of specific parts (e.g. shaped butt, round calves).
🦵 To promote a healthy movement pattern and balance between the quadriceps, hamstrings and gluteal muscles.
🦵 Reduce the risk of overload or pain in dominant muscles during complex movements.
🦵They are ideal as supplementary exercises after the main multi-joint exercises or at the end of training.

Target area: Hamstrings

Muscles worked: Gluteus maximus (large gluteal muscle) – the main target muscle
Hamstrings – as auxiliary muscles when putting on shoes
The center of the body (core) – stabilization of the trunk and pelvis during movement)

Pay attention to the firm strengthening of the trunk, do not sag in the hips. The movement should come from the hip, not the lower back or hips. Higher engagement does not mean better activation - conscious engagement of the buttocks and controlled movement is important. Can be performed with hands resting on the machine or in a slightly forward position. Ideal at the end of training to activate the buttocks or as an isolated exercise on lower body days."
standing-calf-raises-on-a-machine,Standing calf raises on a machine,Other,accessory,3,10,,,,,,/exercise-photos/standing-calf-raises-on-a-machine/1.jpg | /exercise-photos/standing-calf-raises-on-a-machine/2.jpg,0,"Target area: Calf

Muscles worked: Gastrocnemius (mainly)

It is important to keep the knees bent to engage the superficial calf muscles."
seated-calf-raises-on-a-machine,Seated calf raises on a machine,Legs,accessory,3,10,,,,,,/exercise-photos/seated-calf-raises-on-a-machine/1.jpg | /exercise-photos/seated-calf-raises-on-a-machine/2.jpg,0,"Target area: Calf

Muscles worked: Soleus (deep calf muscle)

For better results, I recommend a larger number of repetitions (12-20)."
standing-calf-raises,Standing calf raises,Other,accessory,3,10,,,,,,/exercise-photos/standing-calf-raises/1.jpg | /exercise-photos/standing-calf-raises/2.jpg,0,"Target area: Calf

Muscles worked: Gastrocnemius

It can also be performed without a machine - with your own weight, e.g. on a step."
hyperextension-back-and-hamstrings,"Hyperextension, back and hamstrings",Legs,accessory,3,10,,,,,,/exercise-photos/hyperextension-back-and-hamstrings/1.jpg | /exercise-photos/hyperextension-back-and-hamstrings/2.jpg,0,"Target area: Hamstrings, buttocks

Muscles worked: Hamstrings, glutes, spinal extensors

If we want to engage more glutes, a round back (torso flexion) is needed."
hip-thrust-with-axis,Hip thrust with axis,Legs,accessory,3,10,,,,,,/exercise-photos/hip-thrust-with-axis/1.jpg | /exercise-photos/hip-thrust-with-axis/2.jpg,0,"Target area: Buttocks

Muscles worked: Gluteus maximus, hamstrings

An excellent basic exercise for building the volume of the buttocks. Pelvic inspection required."
hip-thrust-with-one-arm,Hip thrust with one arm,Other,accessory,3,10,,,,,,/exercise-photos/hip-thrust-with-one-arm/1.jpg | /exercise-photos/hip-thrust-with-one-arm/2.jpg,0,"Target area: Buttocks

Muscles worked: Gluteus maximus

Also suitable for home training. Possible to alternate legs."
hip-thrust-with-one-arm-on-one-leg,Hip thrust with one arm on one leg,Legs,accessory,3,10,,,,,,/exercise-photos/hip-thrust-with-one-arm-on-one-leg/1.jpg | /exercise-photos/hip-thrust-with-one-arm-on-one-leg/2.jpg,0,"Target area: Buttocks

Muscles worked: Gluteus maximus, hamstrings, trunk stabilization

Advanced variant. Emphasis on pelvic axis control."
hip-thrust-on-one-leg,Hip thrust on one leg,Legs,accessory,3,10,,,,,,/exercise-photos/hip-thrust-on-one-leg/1.jpg | /exercise-photos/hip-thrust-on-one-leg/2.jpg,0,"Target area: Buttocks

Muscles worked: Gluteus maximus, hamstrings

High difficulty - ideal for the end of training."
pre-digging-on-a-seated-machine,Pre-digging on a seated machine,Other,accessory,3,10,,,,,,/exercise-photos/pre-digging-on-a-seated-machine/1.jpg | /exercise-photos/pre-digging-on-a-seated-machine/2.jpg,0,"Target area: Quadriceps

Muscles worked: Quadriceps (especially rectus femoris)

Do not lift your butt from the bench - risk of overloading the knee."
casting-with-a-pulley,Casting with a pulley,Other,accessory,3,10,,,,,,/exercise-photos/casting-with-a-pulley/1.jpg | /exercise-photos/casting-with-a-pulley/2.jpg,0,"Target area: Abductors (outer thighs)

Muscles worked: Gluteus medius, gluteus minimus

It helps shape the outer part of the buttocks."
cutting-on-the-machine,Cutting on the machine,Other,accessory,3,10,,,,,,/exercise-photos/cutting-on-the-machine/1.jpg | /exercise-photos/cutting-on-the-machine/2.jpg,0,"Target area: Adductors (inner thighs)

Muscles worked: Adductors

With regular exercise, it improves the tone and firmness of the inner thighs. For women - Don't be afraid of this exercise - it won't make your thighs bigger unless you train with heavy weight and high volume. Keep your back supported, control the movement."
spreading-on-the-machine,Spreading on the machine,Other,accessory,3,10,,,,,,/exercise-photos/spreading-on-the-machine/1.jpg | /exercise-photos/spreading-on-the-machine/2.jpg,0,"Target area: Abductors

Muscles worked: Gluteus medius/minimus

Pay attention to the slow return - movement control."
stomping-while-lying-on-stomach,Stomping while lying on stomach,Legs,accessory,3,10,,,,,,/exercise-photos/stomping-while-lying-on-stomach/1.jpg | /exercise-photos/stomping-while-lying-on-stomach/2.jpg,0,"Target area: Hamstrings

Muscles worked: Hamstrings

Emphasis on full range of motion and tempo control."
tripping-on-the-seated-machine,Tripping on the seated machine,Legs,accessory,3,10,,,,,,,,"Target area: Hamstrings

Muscles worked: Hamstrings

More gentle on the lumbar spine than the supine option."
face-pulls,Face pulls,Back,accessory,3,10,,,,,,/exercise-photos/face-pulls/1.jpg | /exercise-photos/face-pulls/2.jpg,0,"Isolated exercises target one specific muscle or a small group of muscles and minimize the involvement of others. They are ideal for:
💪 Targeting weak or lagging muscle parts
💪 Improvement of muscle symmetry (e.g. right vs. left hand)
💪 Increase in muscle volume (hypertrophy due to higher isolated load)
💪 Prehabilitation and rehabilitation
💪 Beginners as a transition between body weight and complex exercises

Isolated exercises are not the basis of training, but are a supplement to complex movement stereotypes (squat, pull, press, hip flexion, rotation, core stability).

💡 Recommended categories for clarity:
💪 Shoulders (deltoids)
💪 Back (especially interscapulars and erectors)
💪 Chest (less movement isolation of the chest)
💪 Biceps
💪Triceps - note: you can distinguish between short vs. long head according to arm position

Target area: Shoulders / Interscapular muscles

Muscles worked: Rear delts, trapezius, rhomboids, rotators

Great for posture, to include at the end of a back or shoulder workout"
trx-reverse-fly,TRX Reverse Fly,Back,accessory,3,10,,,,,,/exercise-photos/trx-reverse-fly/1.jpg | /exercise-photos/trx-reverse-fly/2.jpg,0,"Target area: Shoulders / Back

Muscles worked: Rear delts, rhomboids

More demanding on stability, suitable for advanced users"
playing-with-one-handers,Playing with one-handers,Shoulders,accessory,3,10,,,,,,/exercise-photos/playing-with-one-handers/1.jpg | /exercise-photos/playing-with-one-handers/2.jpg,0,"Target area: Shoulders

Muscles worked: Middle head of the deltoid muscle

Light weight, slow execution, goal: hypertrophy"
pulley-application,Pulley application,Shoulders,accessory,3,10,,,,,,/exercise-photos/pulley-application/1.jpg | /exercise-photos/pulley-application/2.jpg,0,"Target area: Shoulders

Muscles worked: Middle head of the deltoid muscle

Continuous resistance, also suitable for super series"
dumbbell-pull-ups-in-front-of-the-body,Dumbbell pull-ups in front of the body,Back,accessory,3,10,,,,,,/exercise-photos/dumbbell-pull-ups-in-front-of-the-body/1.jpg | /exercise-photos/dumbbell-pull-ups-in-front-of-the-body/2.jpg,0,"Target area: Shoulders

Muscles worked: Front delts, upper trapezius

Necessary caution - do not perform too high due to the shoulders"
inverted-furnace-deck,Inverted furnace deck,Back,accessory,3,10,,,,,,/exercise-photos/inverted-furnace-deck/1.jpg | /exercise-photos/inverted-furnace-deck/2.jpg,0,"Target area: Back

Muscles worked: Rear delts, rhomboids, trapezius

Suitable for insulating the back of the shoulders"
hyperextension,Hyperextension,Legs,accessory,3,10,,,,,,/exercise-photos/hyperextension/1.jpg | /exercise-photos/hyperextension/2.jpg,0,"Target area: Back

Muscles worked: Spine erectors, glutes, hamstrings

Can be performed with or without weights"
lowering-the-upper-pulley-with-extended-arms,Lowering the upper pulley with extended arms,Back,accessory,3,10,,,,,,/exercise-photos/lowering-the-upper-pulley-with-extended-arms/1.jpg | /exercise-photos/lowering-the-upper-pulley-with-extended-arms/2.jpg,0,"Target area: Back

Muscles worked: Broad back muscle (latissimus), teres major

Great for mind-muscle connection"
bake-the-deck,Bake the deck,Other,accessory,3,10,,,,,,/exercise-photos/bake-the-deck/1.jpg | /exercise-photos/bake-the-deck/2.jpg,0,"Target area: Thorax

Muscles worked: Chest muscles - mainly the inner part

An alternative to spreads"
spreaders-on-a-pulley,Spreaders on a pulley,Other,accessory,3,10,,,,,,/exercise-photos/spreaders-on-a-pulley/1.jpg | /exercise-photos/spreaders-on-a-pulley/2.jpg,0,"Target area: Thorax

Muscles worked: Chest - outer area

Slower execution increases efficiency"
pullover,Pullover,Other,accessory,3,10,,,,,,/exercise-photos/pullover/1.jpg | /exercise-photos/pullover/2.jpg,0,"Target area: Chest / Back

Muscles worked: Big chest, broad back muscle

One of the few isolated exercises for both muscles"
biceps-lifts,Biceps lifts,Arms,accessory,3,10,,,,,,/exercise-photos/biceps-lifts/1.jpg | /exercise-photos/biceps-lifts/2.jpg,0,"Target area: Biceps

Muscles worked: Long and short head of the biceps

Basic isolated exercise"
biceps-hammer-raise,Biceps Hammer Raise,Other,accessory,3,10,,,,,,/exercise-photos/biceps-hammer-raise/1.jpg | /exercise-photos/biceps-hammer-raise/2.jpg,0,"Target area: Biceps

Muscles worked: Brachialis, brachioradialis

It thickens the arms and engages the forearms"
standing-lower-pulley-biceps-lift,Standing lower pulley biceps lift,Arms,accessory,3,10,,,,,,/exercise-photos/standing-lower-pulley-biceps-lift/1.jpg | /exercise-photos/standing-lower-pulley-biceps-lift/2.jpg,0,"Target area: Biceps

Muscles worked: Biceps brachii (long and short head), brachialis

Constant tension thanks to the pulley, suitable for hypertrophy"
unilateral-pulley-biceps-lifts,Unilateral pulley biceps lifts,Arms,accessory,3,10,,,,,,/exercise-photos/unilateral-pulley-biceps-lifts/1.jpg | /exercise-photos/unilateral-pulley-biceps-lifts/2.jpg,0,"Target area: Biceps

Muscles worked: Biceps brachii, brachialis

Focus on the weaker hand, isolation and symmetry"
biceps-lifts-on-the-machine,Biceps lifts on the machine,Arms,accessory,3,10,,,,,,/exercise-photos/biceps-lifts-on-the-machine/1.jpg | /exercise-photos/biceps-lifts-on-the-machine/2.jpg,0,"Target area: Biceps

Muscles worked: Biceps brachii

Stable position, ideal for beginners or the end of training"
trx-bicep-lifts,TRX Bicep Lifts,Arms,accessory,3,10,,,,,,/exercise-photos/trx-bicep-lifts/1.jpg | /exercise-photos/trx-bicep-lifts/2.jpg,0,"Target area: Biceps

Muscles worked: Biceps brachii, brachialis, forearm

Suitable for beginners and advanced, depends on the angle of the body"
overhead-elbow-extension-pulley,Overhead Elbow Extension (Pulley),Arms,accessory,3,10,,,,,,/exercise-photos/overhead-elbow-extension-pulley/1.jpg | /exercise-photos/overhead-elbow-extension-pulley/2.jpg,0,"Target area: Triceps

Muscles worked: Long head of the triceps

Suitable for greater range and stretching"
overhead-elbow-extension-pulley-unilateral,Overhead elbow extension (pulley) unilateral,Arms,accessory,3,10,,,,,,/exercise-photos/overhead-elbow-extension-pulley-unilateral/1.jpg | /exercise-photos/overhead-elbow-extension-pulley-unilateral/2.jpg,0,"Target area: Triceps

Muscles worked: Long head of the triceps

Keep your elbow steady above your head. The long head works more when the arm is raised."
seated-french-presses,Seated French Presses,Arms,accessory,3,10,,,,,,/exercise-photos/seated-french-presses/1.jpg | /exercise-photos/seated-french-presses/2.jpg,0,"Target area: Triceps

Muscles worked: Long head of the triceps

Wide range of motion, elbow fixation is key."
french-supine-presses,French supine presses,Arms,accessory,3,10,,,,,,/exercise-photos/french-supine-presses/1.jpg | /exercise-photos/french-supine-presses/2.jpg,0,"Target area: Triceps

Muscles worked: Short and long head of the triceps

Do not go too deep - we protect the elbows"
one-arm-elbow-extension,One-arm elbow extension,Arms,accessory,3,10,,,,,,/exercise-photos/one-arm-elbow-extension/1.jpg | /exercise-photos/one-arm-elbow-extension/2.jpg,0,"Target area: Triceps

Muscles worked: Long head of the triceps

Slow pace, isolation. Keep your elbow close to your body"
two-handed-standing-one-handed-kickback,Two-handed standing one-handed kickback,Back,accessory,3,10,,,,,,/exercise-photos/two-handed-standing-one-handed-kickback/1.jpg | /exercise-photos/two-handed-standing-one-handed-kickback/2.jpg,0,"Target area: Triceps

Muscles worked: Lateral, medial head

Arms higher than torso, maximum contraction at the top."
upper-pulley-tricep-pulldown,Upper pulley tricep pulldown,Other,accessory,3,10,,,,,,/exercise-photos/upper-pulley-tricep-pulldown/1.jpg | /exercise-photos/upper-pulley-tricep-pulldown/2.jpg,0,"Target area: Triceps

Muscles worked: All heads

Classic design. Elbows close to the body, wrists straight."
unilateral-upper-pulley-tricep-pulldown,Unilateral upper pulley tricep pulldown,Other,accessory,3,10,,,,,,/exercise-photos/unilateral-upper-pulley-tricep-pulldown/1.jpg | /exercise-photos/unilateral-upper-pulley-tricep-pulldown/2.jpg,0,"Target area: Triceps

Muscles worked: All heads

Great accessory for left/right arm control."
upper-pulley-tricep-pulldown-2,Upper pulley tricep pulldown,Back,accessory,3,10,,,,,,/exercise-photos/upper-pulley-tricep-pulldown-2/1.jpg | /exercise-photos/upper-pulley-tricep-pulldown-2/2.jpg,0,"Target area: Triceps

Muscles worked: Especially the lateral head

At the end, stretch the rope to the sides for maximum activation."
triceps-push-ups-on-parallel-bars,Triceps push-ups on parallel bars,Chest,accessory,3,10,,,,,,/exercise-photos/triceps-push-ups-on-parallel-bars/1.jpg | /exercise-photos/triceps-push-ups-on-parallel-bars/2.jpg,0,"Target area: Triceps

Muscles worked: long head + pectoral muscles

Body upright, do not lean forward - otherwise the chest is more involved."
seated-triceps-presses-on-a-machine,Seated triceps presses on a machine,Back,accessory,3,10,,,,,,,,"Target area: Triceps

Muscles worked: Lateral + medial head

Steady movement. Suitable for beginners."
slanted-pulls-on-the-pulley-downwards,Slanted pulls on the pulley downwards,Other,accessory,3,8-10,,,,8-10 reps each side,,/exercise-photos/slanted-pulls-on-the-pulley-downwards/1.jpg | /exercise-photos/slanted-pulls-on-the-pulley-downwards/2.jpg,0,"Why include rotation exercises in training?
Rotational and dynamic core exercises engage the center of the body in functional movements – power transmission, trunk stabilization, spinal rotation and movement control in various planes.
While classic ""core"" exercises often target static stability, these movements teach the body to work in motion, respond to changes in direction, and transfer power from the lower body to the upper body - which is key both in sports and in everyday life.

Recommendations:
Include them at the end of training or as a separate core/conditioning block
Work in lower sets (2-4) and higher effort or dynamics
Alternate rotation directions, stances, and different implements (ball, disc, cable, body)

Muscles worked: Oblique abdominal muscles, serratus, shoulder blades

Standing, trunk rotation against pulley resistance, check hips"
incline-pulls-on-the-pulley-upwards,Incline pulls on the pulley upwards,Shoulders,accessory,3,8-10,,,,8-10 repetitions,,/exercise-photos/incline-pulls-on-the-pulley-upwards/1.jpg | /exercise-photos/incline-pulls-on-the-pulley-upwards/2.jpg | /exercise-photos/incline-pulls-on-the-pulley-upwards/3.jpg,0,"Muscles worked: Abdominal obliques, shoulders, mid-body

Stroke diagonally across the body, exhale at the top"
landmine-rotation-while-standing,Landmine rotation while standing,Legs,accessory,3,6-8,,,,6-8 reps per side,,/exercise-photos/landmine-rotation-while-standing/1.jpg | /exercise-photos/landmine-rotation-while-standing/2.jpg,0,"Muscles worked: Core + legs + torso rotation

Basic rotation through the hips, do not rotate the knees"
board-with-rotation,Board with rotation,Shoulders,accessory,3,2-3,,,,2-3 series x 6-8 pages,,/exercise-photos/board-with-rotation/1.jpg | /exercise-photos/board-with-rotation/2.jpg,0,"Muscles worked: Core, obliques, shoulder stabilizers

The shoulder goes under the body and up, keeping the hips high"
throwing-the-ball-against-the-wall-with-spin,throwing the ball against the wall with spin,Core,accessory,3,5-8,,,,5-8 throws each side,,/exercise-photos/throwing-the-ball-against-the-wall-with-spin/1.jpg | /exercise-photos/throwing-the-ball-against-the-wall-with-spin/2.jpg,0,"Muscles worked: Core, explosiveness, trunk rotators

Dynamic movement from rotation, suitable for the end of training"
throwing-the-ball-against-the-wall-from-the-front,Throwing the ball against the wall from the front,Shoulders,accessory,3,5-8,,,,5-8 throws,,/exercise-photos/throwing-the-ball-against-the-wall-from-the-front/1.jpg | /exercise-photos/throwing-the-ball-against-the-wall-from-the-front/2.jpg,0,"Muscles worked: Core + shoulders + timing

Explosive involvement of the whole torso, breath in preparation"
torso-rotation-with-weights-russian-twist,"Torso rotation (with weights), Russian twist",Other,accessory,3,10-16,,,,10-16 reps,,/exercise-photos/torso-rotation-with-weights-russian-twist/1.jpg | /exercise-photos/torso-rotation-with-weights-russian-twist/2.jpg | /exercise-photos/torso-rotation-with-weights-russian-twist/3.jpg,0,"Muscles worked: Oblique abdominal muscles

Can also be performed with feet on the ground (for stability)"
carrying-weights-farmer-s-walk,Carrying weights (farmer's walk),Core,accessory,3,,30.0,sec,,20–30 m / 30 s,,/exercise-photos/carrying-weights-farmer-s-walk/1.jpg | /exercise-photos/carrying-weights-farmer-s-walk/2.jpg,0,"Muscles worked: Abs, deep core, grip

One-sided load, maintain an upright posture"
abdominal-strengthening-with-a-wheel,Abdominal strengthening with a wheel,Core,accessory,3,8-12,,,,8-12 repetitions,,/exercise-photos/abdominal-strengthening-with-a-wheel/1.jpg | /exercise-photos/abdominal-strengthening-with-a-wheel/2.jpg,0,"Muscles worked: Rectus abdominis, deep core

Challenging - start with only a small range of motion"
trx-leg-pulls,TRX leg pulls,Shoulders,accessory,3,8-12,,,,8-12 repetitions,,/exercise-photos/trx-leg-pulls/1.jpg | /exercise-photos/trx-leg-pulls/2.jpg,0,"Muscles worked: Lower abdomen, shoulder stability

Hold the tension in the abdomen, do not sag in the hips"
climber,Climber,Other,accessory,2,,20.0,sec,,2×20–30 s,,/exercise-photos/climber/1.jpg | /exercise-photos/climber/2.jpg | /exercise-photos/climber/3.jpg,0,"Muscles worked: rectus abdominis, oblique abdominis, transverse abdominis

Dynamic core exercise - alternately pull your knees under your chest. Don't raise your hips, keep the tension in your stomach. Activates the center of the body + increases heart rate."
side-plank,Side plank,Other,accessory,3,,20.0,sec,,20–40 s each side,,/exercise-photos/side-plank/1.jpg | /exercise-photos/side-plank/2.jpg,0,"Muscles worked: Abdominal obliques, trunk stabilization

Keep body level, hips up"
weighted-side-bows,Weighted Side Bows,Other,accessory,3,10-12,,,,10-12 reps each side,,/exercise-photos/weighted-side-bows/1.jpg | /exercise-photos/weighted-side-bows/2.jpg,0,"Muscles worked: Abdominal obliques, quadratus lumborum

Slowly, exhaling in the extreme position"
ball-throw,Ball throw,Core,accessory,3,6-10,,,,6-10 repetitions,,/exercise-photos/ball-throw/1.jpg | /exercise-photos/ball-throw/2.jpg,0,"Muscles worked: Whole core, explosiveness, coordination

Actively engage the abdominal muscles during the swing"
paloff-pressures,Paloff pressures,Other,accessory,3,8-10,,,,8-10 reps each side,,/exercise-photos/paloff-pressures/1.jpg | /exercise-photos/paloff-pressures/2.jpg,0,"Muscles worked: Transversus, trunk stability

Palms in front of the body, pulling the pulley into rotation"
flag,Flag,Other,accessory,3,6-10,,,,6-10 repetitions,,/exercise-photos/flag/1.jpg | /exercise-photos/flag/2.jpg | /exercise-photos/flag/3.jpg,0,"Muscles worked: Rectus abdominis, oblique muscles

Advanced, check the lumbar spine"
inverted-shortcuts,Inverted Shortcuts,Core,accessory,3,10-15,,,,10-15 repetitions,,/exercise-photos/inverted-shortcuts/1.jpg | /exercise-photos/inverted-shortcuts/2.jpg,0,"Muscles worked: Lower abdomen

Do not allow the trunk to sway"
shortening-machines-kneel-on-the-pulley,Shortening machines kneel on the pulley,Other,accessory,3,10-15,,,,10-15 repetitions,,/exercise-photos/shortening-machines-kneel-on-the-pulley/1.jpg | /exercise-photos/shortening-machines-kneel-on-the-pulley/2.jpg,0,"Muscles worked: Rectus abdominis

Do not move the pelvis, exhalation in the extreme phase"
lehsedy-on-an-inclined-bench,Lehsedy on an inclined bench,Other,accessory,3,10-15,,,,10-15 repetitions,,/exercise-photos/lehsedy-on-an-inclined-bench/1.jpg | /exercise-photos/lehsedy-on-an-inclined-bench/2.jpg,0,"Muscles worked: Rectus abdominis

Pay attention to the control of the pace of movement"
moving-the-weight-in-the-plank-position,Moving the weight in the plank position,Core,accessory,3,10,,,,10 transfers per side,,/exercise-photos/moving-the-weight-in-the-plank-position/1.jpg | /exercise-photos/moving-the-weight-in-the-plank-position/2.jpg,0,"Muscles worked: Core + stability + asymmetry

Move slowly - don't raise your hips"
elbow-plank,Elbow plank,Core,accessory,3,,30.0,sec,,30–60 s,,/exercise-photos/elbow-plank/1.jpg | /exercise-photos/elbow-plank/2.jpg,0,"Muscles worked: Transversus, rectus abdominis, entire core

Do not slouch, active exhalation into the abdomen"
endurance-in-the-hollow-position,Endurance in the hollow position,Other,accessory,3,,20.0,sec,,20–40 s,,,,"Muscles worked: Rectus abdominis, trunk stability

Advanced exercise - push your hips into the ground"
tibialis-raises,Tibialis Raises,Other,accessory,3,10-15,,,,10-15 repetitions,,/exercise-photos/tibialis-raises/1.jpg | /exercise-photos/tibialis-raises/2.jpg,0,"This section contains a selection of exercises that may not be part of every training session, but are very important in specific situations – such as pain prevention, unilateral load compensation, or targeted activation of weakened muscles.

🔹 They are suitable as:
🧩 supplement to the main strength training (e.g. at the beginning or end of the lesson)
🧩 part of rehabilitation or postural care
🧩 targeted activation of muscles that the client does not normally ""feel""
🧩 compensation for a sedentary lifestyle

🛠 Each of these exercises has its specific place in training - if correctly included, it can significantly improve technique, stability and long-term performance.

I recommend choosing according to the needs of a specific client - for some they will be ideal as part of a warm-up, for others as regeneration or targeted activation.

Target area: Prevention of shin pain, strengthening of the front side of the lower leg

Suitable for runners, with weak tibialis anterior. Slowly lift your toes, keeping your heels on the ground."
exercise-with-a-rubber-band-on-your-fingers,Exercise with a rubber band on your fingers,Other,accessory,3,10-12,,,,10-12 repetitions,,/exercise-photos/exercise-with-a-rubber-band-on-your-fingers/1.jpg | /exercise-photos/exercise-with-a-rubber-band-on-your-fingers/2.jpg,0,"Target area: Activating the feet, improving arch control

Spread your fingers against the resistance of the rubber band. Prevention of flat feet, suitable for people with hallux valgus, for example"
stretching-the-fingers-without-an-aid,Stretching the fingers without an aid,Other,accessory,3,,10.0,sec,,10-15 s hold or 10 reps,,/exercise-photos/stretching-the-fingers-without-an-aid/1.jpg | /exercise-photos/stretching-the-fingers-without-an-aid/2.jpg,0,"Target area: Foot mobility and proprioception

Toe awareness and activation – helps with arch elevation and stability while standing."
seashells-activation,"Seashells, activation",Other,accessory,3,10-12,,,,10-12 reps on each side,,/exercise-photos/seashells-activation/1.jpg | /exercise-photos/seashells-activation/2.jpg,0,"Target area: Activation of the middle gluteal muscles

Important for pelvic and knee stability, especially for women. Knees apart without pelvic rotation."
bridge-glute-bridge,Bridge (glute bridge),Other,accessory,3,10-15,,,,10-15 repetitions,,/exercise-photos/bridge-glute-bridge/1.jpg | /exercise-photos/bridge-glute-bridge/2.jpg,0,"Target area: Activation of the buttocks and stability of the pelvis

A basic exercise to engage the glutes before training the legs. Don't slouch at the hips."
bridge-glute-bridge-on-one-leg,Bridge (glute bridge) on one leg,Other,accessory,3,6-8,,,,6-8 reps each leg,,/exercise-photos/bridge-glute-bridge-on-one-leg/1.jpg | /exercise-photos/bridge-glute-bridge-on-one-leg/2.jpg,0,"Target area: Asymmetric activation of the buttocks and hamstrings

Keep the pelvis straight, the knee of the other leg extended. It can serve as an imbalance test."
hang-on-the-trapeze-passive,Hang on the trapeze (passive),Other,accessory,3,,20.0,sec,,20–30 s,,/exercise-photos/hang-on-the-trapeze-passive/1.jpg | /exercise-photos/hang-on-the-trapeze-passive/2.jpg,0,"Target area: Release of the spine, shoulders, decompression

Ideal after sitting, improves posture. Arms free, relax shoulder blades."
hang-on-the-crossbar-active,Hang on the crossbar (active),Other,accessory,3,,10.0,sec,,10-15 seconds or 3-5 repetitions of the hold,,/exercise-photos/hang-on-the-crossbar-active/1.jpg | /exercise-photos/hang-on-the-crossbar-active/2.jpg,0,"Target area: Activation of shoulder blades, preparation for push-ups

Lift your chest, pull your shoulder blades down and towards you. Teaches basic upper body control."
chin-tuck-on-mat,Chin tuck on mat,Other,accessory,3,,20.0,sec,,6-8 reps or 20s hold,,/exercise-photos/chin-tuck-on-mat/1.jpg | /exercise-photos/chin-tuck-on-mat/2.jpg,0,"Target area: Postural correction of the head and neck

Improves head and spine alignment. Suitable for slouching or neck pain. Do not push with force, just a slight backward movement of the chin."
external-rotation-both-hands-at-the-same-time-with-strength-rubber,External rotation both hands at the same time with strength rubber,Other,accessory,3,2-3,,,,2-3 sets x 10-15 repetitions with slow and controlled movement,,,,"Target area: Activation of deep shoulder stabilizers (rotator cuff). It helps to improve the position of the shoulders, prevents overloading and injuries, especially in pulling and pressing exercises. Also suitable for a sedentary lifestyle.

Include at the beginning of training as an activation and stabilization exercise before pulling or pressing exercises for the upper half of the body (e.g. push-ups, bench press). Don't use heavy resistance - the goal is control, not power."
head-bows-stretching-of-the-upper-part-of-the-trapezius-muscle,"Head bows, Stretching of the upper part of the trapezius muscle",Full body,stretch,3,,20.0,sec,,20-30 seconds on each side,,/exercise-photos/head-bows-stretching-of-the-upper-part-of-the-trapezius-muscle/1.jpg,0,"Static stretching involves a slow, controlled stretch held in a given position, usually 30-60 seconds. Unlike a dynamic warm-up, the goal is not to prepare the body for performance, but rather to calm it down, relax overworked muscles and promote regeneration.

💡 It is important to know that static stretching is not always necessary immediately after strength training. In many cases, it is more effective and pleasant to perform it later — for example, in the evening at home, or the next day as part of a recovery routine (eg after a walk, shower or mobilization exercises). This not only helps with muscle recovery, but also improves flexibility and prevents overuse.

When to recommend static stretching:

🧘‍♀️ when the client is extremely tight (e.g. hamstrings, hips, chest),
🧘‍♀️as part of an evening routine or a day without strength training,
🧘‍♀️after long sitting, traveling or one-sided load,
🧘‍♀️ during the period of increased regeneration (e.g. after a demanding training block).

Target area: Neck, back - relaxation of the upper back, prevention of neck pain

Perform slowly, without pulling the head"
approaching-the-chin-to-the-sternum,Approaching the chin to the sternum),Full body,stretch,3,,20.0,sec,,20–30 s,,/exercise-photos/approaching-the-chin-to-the-sternum/1.jpg,0,"Target area: Neck, back - relief for the cervical spine, stiff trapezius

Can be combined with deep breathing"
rotation-of-the-head-to-the-sides-with-a-sideways-look-up,Rotation of the head to the sides with a sideways look up,Full body,stretch,3,,20.0,sec,,20-30 seconds on each side,,/exercise-photos/rotation-of-the-head-to-the-sides-with-a-sideways-look-up/1.jpg,0,"Target area: Neck, back – stretching the oblique muscles of the neck and improving rotation

Suitable for pain from working on the PC"
shoulder-stretch,Shoulder stretch,Full body,stretch,3,,20.0,sec,,20-30 seconds on each side,,/exercise-photos/shoulder-stretch/1.jpg,0,"Target area: Shoulders – relief of tension in the shoulder girdle

Active exhalation into the pose"
stretching-the-pectoral-muscles-against-the-wall,Stretching the pectoral muscles against the wall,Full body,stretch,3,,20.0,sec,,20-30 seconds on each side,,/exercise-photos/stretching-the-pectoral-muscles-against-the-wall/1.jpg,0,"Target area: Chest - opening of the chest, support of correct posture

Do not rotate the torso, only the shoulder"
